Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined
12.6,3,0.07048184085069421,144.847,1985,2,1,2,143.14700000000002,3
10.8,2,0.048339408,41.5138,2009,3,3,4,446.7518,3
20.0,1,0.08165845,35.019,2009,3,3,4,585.904,2
14.3,2,0.04975339,210.3586,1999,3,1,1,6331.758000000001,3
10.1,1,0.030379382000000003,153.4656,2007,3,2,1,1853.5872,2
17.85,3,0.065810045,149.105,1997,2,1,1,2247.075,3
9.5,3,0.07048184085069421,32.89,1998,3,3,2,33.29,1
20.75,1,0.025272781,146.6734,2007,3,2,1,445.4202,2
12.1,3,0.019314961000000002,164.6526,1998,3,3,2,657.8104,1
20.6,1,0.07128216799999999,74.4696,2009,3,3,4,223.7088,2
7.67,1,0.18484357899999998,33.1216,1997,2,1,1,727.0536,2
12.6,3,0.122896411,111.1912,1985,2,1,2,218.3824,3
20.6,3,0.082935004,119.5756,1987,1,3,1,2665.8632,3
15.35,3,0.16135017599999998,196.6768,1998,3,3,2,591.2304,1
5.46,2,0.106968096,142.6786,1987,1,3,1,2311.6576,3
9.395,3,0.159582185,224.77200000000002,1999,3,1,1,7017.531999999999,1
12.6,3,0.14453827,180.6002,1985,2,1,2,895.5010000000001,3
10.0,3,0.038685802000000005,243.8144,1997,2,1,1,4655.2736,3
12.6,3,0.17230990300000001,98.2042,1985,2,1,2,198.4084,3
7.445,3,0.037690731,73.3354,1999,3,1,1,451.4124,3
12.6,2,0.05787008,49.7008,1985,2,1,2,50.6008,3
15.5,2,0.026409147,102.1332,2009,3,3,4,615.1992,3
19.85,1,0.064367627,126.1704,1987,1,3,1,876.1928,2
11.5,3,0.173516063,128.1652,1997,2,1,1,2454.1388,3
12.6,3,0.12898088,250.4724,1985,2,1,2,251.6724,3
10.5,3,0.048115543,159.0946,2002,3,2,1,4102.6596,1
19.7,3,0.07789910900000001,177.766,2004,2,2,1,2696.49,3
12.6,2,0.13093275,86.9198,1985,3,3,3,1569.9564,3
10.3,2,0.09846497900000001,188.653,1998,3,3,2,189.753,3
20.85,3,0.037372847,192.7478,1987,1,3,1,3099.9648,3
13.35,3,0.032230526,61.4194,1999,3,1,1,743.0328,3
12.1,3,0.040357315,177.8002,1997,2,1,1,1611.9018,3
20.1,3,0.07461309,108.7228,2004,2,2,1,1215.7508,3
12.6,1,0.160936178,184.2608,1985,2,1,2,367.5216,2
21.25,3,0.019502354,120.8756,2009,3,3,4,3150.5656,3
12.6,2,0.06557744900000001,181.766,1985,3,3,3,7370.406,3
6.655,3,0.016944719,209.2586,1987,1,3,1,2954.8204,3
13.65,3,0.065576228,47.7402,1987,1,3,1,643.1628,3
12.6,2,0.02579577,88.4172,1985,2,1,2,89.2172,3
13.6,1,0.010008699,176.737,1999,3,1,1,4940.236,2
15.5,3,0.053362085999999996,41.577,2004,2,2,1,735.709,1
10.895,3,0.064621927,196.6794,1987,1,3,1,1170.4764,3
19.7,2,0.018126724,101.79899999999999,2007,3,2,1,1135.1889999999999,3
8.1,3,0.07048184085069421,211.8902,2009,3,3,4,3823.0236,3
21.0,3,0.049263979000000006,195.0478,1987,1,3,1,1549.9824,3
13.65,2,0.021343732,58.3588,1998,3,3,2,114.5176,3
12.6,3,0.110681931,63.2826,1985,3,3,3,1033.3216,3
12.6,2,0.061955439,145.1418,1985,3,3,3,4561.3958,3
12.6,3,0.076483451,163.1236,1985,3,3,3,2416.854,3
13.15,1,0.024701262,176.8686,2002,3,2,1,2133.2232,2
15.25,3,0.02671821,85.2198,2009,3,3,4,1482.7366,3
19.35,3,0.016597651,121.5098,1987,1,3,1,2892.2352,3
12.6,3,0.0514111,33.0558,1985,3,3,3,984.7182,3
17.75,2,0.112985849,185.424,1998,3,3,2,745.696,3
20.7,2,0.11411709,92.7436,1997,2,1,1,1323.6104,3
9.5,3,0.07048184085069421,110.4228,2007,3,2,1,1547.3192,3
11.65,3,0.175033524,55.5298,2007,3,2,1,647.1576,3
21.1,2,0.020760673,128.7994,2002,3,2,1,1798.9916,3
7.865,3,0.061405050999999995,166.3526,2007,3,2,1,1973.4312,3
12.35,3,0.026676216000000003,57.0246,2004,2,2,1,1737.7379999999998,3
12.6,1,0.029380407,114.715,1985,3,3,3,1864.24,2
16.25,3,0.025715562,168.1474,1987,1,3,1,1516.0266,3
12.15,1,0.06502643400000001,253.704,2007,3,2,1,5060.08,2
10.5,2,0.066315023,78.296,2002,3,2,1,2157.192,3
12.8,2,0.023664054,226.0404,2007,3,2,1,5400.9696,3
12.6,3,0.154627247,177.637,1985,3,3,3,5469.547,3
4.61,3,0.20529482699999999,172.8396,1998,3,3,2,174.4396,1
7.0,3,0.152261999,105.728,2007,3,2,1,1278.336,3
10.0,1,0.07048184085069421,120.64399999999999,2004,2,2,1,1917.504,2
6.405,3,0.136275173,128.1678,2004,2,2,1,1017.3424,3
9.3,3,0.174621343,104.2964,1999,3,1,1,1998.7316,3
11.6,3,0.038597077,57.9272,2002,3,2,1,615.1992,3
16.75,3,0.029799965,39.1822,2002,3,2,1,314.2576,3
12.15,1,0.011314423,122.973,1998,3,3,2,123.17299999999999,2
14.7,3,0.072410764,48.2034,1999,3,1,1,1020.6714,3
20.0,2,0.028118435,46.7744,2004,2,2,1,1222.4088,3
12.6,3,0.163350221,120.2124,1985,2,1,2,474.0496,3
7.39,1,0.09330771300000001,250.9066,2007,3,2,1,1506.0396,2
20.75,2,0.10599465400000001,150.5682,1998,3,3,2,762.341,3
9.3,3,0.067055339,184.2292,2009,3,3,4,1277.0044,3
10.195,3,0.10737674300000001,147.6076,2004,2,2,1,3547.3824,3
12.6,2,0.043810028,181.395,1985,3,3,3,6042.135,3
7.68,3,0.118672537,192.2162,1998,3,3,2,384.8324,3
10.195,3,0.126897925,110.6886,2009,3,3,4,1223.0746,3
9.3,2,0.014076503,200.0084,2009,3,3,4,2182.4924,3
8.895,2,0.088305478,123.473,2004,2,2,1,1478.076,3
16.0,3,0.090153756,143.2154,2002,3,2,1,1418.154,3
19.2,1,0.182501773,239.2196,1987,1,3,1,5061.4116,2
20.75,3,0.108710162,161.7578,1997,2,1,1,2888.2404,3
12.6,2,0.058446424000000004,172.1422,1985,3,3,3,5518.1504,3
13.5,1,0.054990009000000006,35.2874,1997,2,1,1,741.0354,2
12.6,2,0.15528831,241.7538,1985,3,3,3,9133.4444,3
19.7,2,0.018021361,101.199,2004,2,2,1,1857.582,3
6.095,1,0.0816559,143.3154,2007,3,2,1,2836.308,2
8.21,3,0.010755465,150.8392,1987,1,3,1,2982.784,1
17.7,3,0.050111641,165.9816,1998,3,3,2,167.7816,3
18.1,1,0.048931174,127.3336,2004,2,2,1,1150.5024,2
5.695,3,0.065960909,259.2646,2007,3,2,1,9275.9256,3
20.25,3,0.036319195,219.3482,2004,2,2,1,5038.1086,1
12.6,1,0.039055756000000004,152.3366,1985,3,3,3,2115.9124,2
12.6,2,0.049395242,80.3644,1985,3,3,3,1885.5456,3
8.185,3,0.038789271,115.6808,1999,3,1,1,703.0848,3
18.2,3,0.012659235,140.718,2009,3,3,4,2656.542,3
19.25,1,0.10801000599999999,33.3558,2004,2,2,1,713.0718,2
14.5,3,0.061934990999999995,154.4998,1987,1,3,1,1691.7978,1
9.5,2,0.10442123699999999,80.196,1987,1,3,1,2157.192,3
19.85,3,0.05398068599999999,196.8768,1987,1,3,1,2561.9984,3
8.655,2,0.088121336,119.7756,1987,1,3,1,2059.9852,3
10.195,3,0.126359196,109.2886,2004,2,2,1,1334.2632,3
12.6,3,0.034584356000000004,248.375,1985,3,3,3,10236.675,3
14.0,2,0.031267496,51.464,1997,2,1,1,692.432,3
8.39,2,0.024304264,114.0176,2009,3,3,4,1488.7288,3
11.65,3,0.040144377,228.9694,2007,3,2,1,6622.7126,3
14.5,2,0.063851475,260.4594,2004,2,2,1,3139.9128,3
12.6,3,0.079243005,65.8826,1985,3,3,3,1614.565,3
18.2,3,0.161355122,38.319,1987,1,3,1,585.904,3
12.6,2,0.02748331,169.37900000000002,1985,3,3,3,5602.706999999999,3
10.85,1,0.028738057999999997,117.1808,2002,3,2,1,703.0848,2
17.25,3,0.073135768,77.2986,2009,3,3,4,1012.6818,3
13.65,2,0.081096613,261.2936,2007,3,2,1,3131.9232,3
12.15,3,0.063430788,65.4826,1998,3,3,2,258.3304,3
13.1,3,0.037549969,176.1054,1987,1,3,1,4027.4242,3
13.6,1,0.016726506000000002,176.037,1998,3,3,2,352.874,2
20.1,2,0.054565932000000004,152.2366,2002,3,2,1,2418.1856,3
16.35,1,0.029445361,257.6646,1997,2,1,1,2061.3168,2
12.6,3,0.048932712999999996,144.476,1985,2,1,2,146.476,3
6.235,1,0.11865191900000001,263.991,2004,2,2,1,4207.856,2
8.42,1,0.112728355,65.8168,2009,3,3,4,830.9184,2
12.6,1,0.15609456900000002,144.3102,1985,2,1,2,145.8102,2
9.5,2,0.10493392800000001,78.796,2009,3,3,4,1198.44,3
12.5,2,0.12341737,86.0198,1998,3,3,2,87.2198,3
12.6,2,0.062700289,102.199,1997,2,1,1,1960.781,3
16.85,3,0.139417654,147.476,1997,2,1,1,2929.52,3
12.6,2,0.01612717,189.3556,1985,3,3,3,2253.0672,3
6.635,2,0.07714555299999999,39.8506,1998,3,3,2,75.9012,3
20.2,2,0.039215075,157.66299999999998,1987,1,3,1,2190.482,3
14.1,3,0.08985964199999999,140.2496,2002,3,2,1,1693.7952,3
15.15,2,0.066121873,145.67600000000002,1987,1,3,1,3661.9,3
13.65,2,0.026643447999999997,37.9532,1999,3,1,1,862.8768,3
12.6,1,0.073879939,94.0462,1985,3,3,3,1850.924,2
12.6,3,0.08139146,177.83700000000002,1985,3,3,3,6351.732,3
12.6,3,0.005448005,102.1016,1985,3,3,3,3542.0559999999996,3
12.15,1,0.028714747000000002,151.9708,2009,3,3,4,3611.2992,2
12.6,3,0.122058364,172.8396,1985,3,3,3,7152.0236,1
13.5,2,0.125528734,262.191,2002,3,2,1,6048.793000000001,3
17.5,2,0.007555175999999999,145.9102,2002,3,2,1,2187.153,3
12.6,3,0.077046505,189.453,1985,2,1,2,759.012,1
7.85,3,0.162980276,145.2444,1997,2,1,1,1451.444,1
9.695,3,0.029632784,159.692,2002,3,2,1,958.752,3
17.5,3,0.013634468,256.4304,2004,2,2,1,1808.3128,3
9.195,2,0.064376263,83.1566,2007,3,2,1,1099.2358,3
12.6,3,0.147663025,106.02799999999999,1985,3,3,3,1810.976,3
21.1,1,0.029003459,143.4786,2004,2,2,1,2311.6576,2
10.195,3,0.10783454099999999,146.5076,2009,3,3,4,1330.2684,3
17.85,3,0.146399663,93.8436,2004,2,2,1,1418.154,3
15.6,2,0.04575559,167.1132,2004,2,2,1,2874.9244,3
16.1,2,0.063278652,182.1318,1987,1,3,1,2345.6134,3
13.3,3,0.063664998,151.6708,1999,3,1,1,3912.2408,3
12.85,3,0.12222126900000001,45.9428,2009,3,3,4,1274.3412,3
11.5,3,0.014944613999999998,171.808,2007,3,2,1,5712.564,3
16.25,3,0.025732114,166.4474,2004,2,2,1,5390.3168,3
14.65,3,0.171281641,54.0614,2007,3,2,1,1160.4894,1
13.15,1,0.024646607999999997,177.4686,2004,2,2,1,5510.8266,2
8.895,3,0.07048184085069421,42.0138,2009,3,3,4,568.5932,1
15.7,3,0.075661985,181.36599999999999,1998,3,3,2,179.766,3
16.75,1,0.126765903,35.7532,1998,3,3,2,143.8128,2
10.3,2,0.030563449,114.4176,2004,2,2,1,2633.9048,3
8.05,2,0.078522357,257.1646,1999,3,1,1,6183.9504,3
18.6,3,0.039294854,246.6802,1997,2,1,1,2702.4822,3
20.75,3,0.08926066699999999,193.4478,1997,2,1,1,4843.695,3
13.5,1,0.05510153,37.0874,2002,3,2,1,952.7598,2
8.18,1,0.013127548000000001,142.0154,2004,2,2,1,1985.4156,2
17.25,3,0.042233642,173.3764,2004,2,2,1,2061.3168,1
20.0,1,0.081492092,35.519,2002,3,2,1,1025.3319999999999,2
16.5,2,0.07048184085069421,96.2068,1997,2,1,1,3013.4108,3
9.8,2,0.14061104,49.8008,1997,2,1,1,809.6128,3
17.25,3,0.072952298,76.0986,1999,3,1,1,623.1888,3
15.85,3,0.06908748099999999,218.7166,2004,2,2,1,1088.583,3
12.6,2,0.075215349,108.4254,1985,2,1,2,217.0508,3
18.0,1,0.047645037,172.6422,2007,3,2,1,2931.5174,2
12.6,3,0.12224284699999999,207.5638,1985,3,3,3,4555.4036,3
16.0,3,0.076975118,46.2086,1999,3,1,1,490.6946,3
4.59,3,0.070890602,111.686,1999,3,1,1,1584.604,1
11.85,3,0.132560174,97.2726,1987,1,3,1,782.9808,1
12.6,2,0.044767032000000005,173.7054,1985,3,3,3,5778.4782,1
12.6,3,0.007962273,174.0422,1985,3,3,3,5173.266,3
18.2,1,0.058799705,220.7456,2007,3,2,1,4420.912,2
7.825,1,0.186445212,255.5698,2002,3,2,1,1522.0188,2
12.6,2,0.098606543,232.73,1985,2,1,2,932.12,3
8.895,1,0.125222705,113.3544,2009,3,3,4,1006.6896,2
18.5,2,0.062609071,148.6418,2007,3,2,1,1765.7016,3
14.85,2,0.009930514,157.463,1987,1,3,1,2503.408,3
12.6,1,0.099428487,187.8898,1985,3,3,3,7296.5022,2
7.51,3,0.10379339900000001,110.1544,2004,2,2,1,2684.5056,3
15.6,3,0.07048184085069421,111.9518,1999,3,1,1,2163.1842,3
8.02,3,0.11141958800000001,154.3998,2004,2,2,1,3383.5956,3
11.0,3,0.106051405,124.4046,2002,3,2,1,2241.0828,3
12.6,2,0.04016342,181.166,1985,3,3,3,3415.554,3
17.5,3,0.026925385,264.39099999999996,2002,3,2,1,5259.82,3
7.235,3,0.099962524,193.8452,1997,2,1,1,1957.4520000000002,3
12.6,3,0.020614212,126.4046,1985,3,3,3,5353.6978,3
12.6,1,0.050692386,125.6678,1985,3,3,3,4832.3764,2
18.0,3,0.008589133,81.0618,2007,3,2,1,1450.1124,3
16.1,3,0.023673342000000003,189.0846,2009,3,3,4,5350.3688,1
7.475,1,0.075881475,155.2656,2002,3,2,1,2934.8464,2
16.5,1,0.061330521,178.7318,1998,3,3,2,360.8636,2
11.35,3,0.030869612,49.8008,2002,3,2,1,708.4112,3
16.1,2,0.024944396,95.441,2004,2,2,1,2220.4429999999998,3
18.7,3,0.057654132000000004,83.1566,2002,3,2,1,1606.5754,3
8.645,1,0.14371350800000002,96.641,2002,3,2,1,868.8689999999999,2
17.1,3,0.032812668999999996,147.1392,2007,3,2,1,2237.0879999999997,3
9.8,2,0.045266806,36.9874,1997,2,1,1,705.748,3
12.6,3,0.09974748800000001,75.2328,1985,3,3,3,1544.656,3
12.6,3,0.07048184085069421,242.9854,1985,3,3,3,6767.1912,3
15.25,3,0.089742065,213.7192,1987,1,3,1,1078.596,3
10.5,1,0.011351778,236.5248,2007,3,2,1,4029.4216,2
5.82,1,0.081096613,170.37900000000002,2007,3,2,1,1018.674,2
10.0,3,0.025827199,263.2226,1997,2,1,1,3700.5164,3
5.5,1,0.07048184085069421,103.1016,2002,3,2,1,2024.0320000000002,2
18.35,1,0.148938624,191.9504,1998,3,3,2,767.0016,2
19.0,1,0.07048184085069421,211.0244,1998,3,3,2,1482.0708,2
6.71,2,0.029535852,67.5142,1987,1,3,1,593.2278,3
10.3,2,0.011143598999999999,88.25399999999999,1999,3,1,1,1125.202,3
18.35,1,0.014045832,222.7746,1999,3,1,1,1570.6222,2
13.8,2,0.014730321999999999,90.9172,2004,2,2,1,2141.2128,3
10.5,2,0.026520107,144.8128,2007,3,2,1,2157.192,3
20.75,2,0.08373655099999999,178.7318,1999,3,1,1,3428.2042,3
12.6,1,0.059557164,263.7226,1985,3,3,3,6872.3876,2
9.895,2,0.028837829,117.8492,2009,3,3,4,1506.0396,3
12.6,3,0.11366962900000001,89.0198,1985,2,1,2,174.4396,3
12.6,3,0.012865901,59.3536,1985,2,1,2,122.5072,3
12.6,2,0.182236555,107.1622,1985,2,1,2,211.7244,3
11.1,3,0.17606902300000002,156.7604,1987,1,3,1,1901.5248,3
10.1,2,0.053574075,223.7088,2004,2,2,1,2684.5056,3
12.6,2,0.044063785,147.2418,1985,2,1,2,294.2836,3
14.0,2,0.105573769,143.9812,2009,3,3,4,1139.8496,3
12.6,3,0.030657949,50.5008,1985,3,3,3,1012.0160000000001,3
9.395,2,0.172042892,139.9838,2007,3,2,1,1966.7732,3
12.6,3,0.064052392,256.1646,1985,3,3,3,7472.2734,3
12.6,2,0.034531702000000004,142.2496,1985,3,3,3,2399.5432,3
6.13,1,0.028365524,110.0912,1999,3,1,1,1637.868,2
8.5,3,0.09786620900000001,51.1324,2004,2,2,1,1350.2424,3
12.6,2,0.01401884,178.1344,1985,3,3,3,3747.1224,3
9.1,1,0.07048184085069421,114.4518,1997,2,1,1,1593.9252,2
15.25,3,0.044539370999999994,85.3198,1998,3,3,2,261.6594,3
13.5,3,0.07048184085069421,179.9976,1987,1,3,1,4889.6352,3
10.8,3,0.07048184085069421,72.33800000000001,1999,3,1,1,805.618,1
15.2,3,0.050168354000000005,95.3752,2004,2,2,1,1438.128,1
19.35,2,0.040154087000000005,164.6868,2007,3,2,1,1146.5076,1
12.6,3,0.009364957,74.238,1985,3,3,3,1171.808,3
11.5,2,0.037539164,106.9254,1987,1,3,1,3038.7112,3
9.8,3,0.026992587999999998,127.302,2007,3,2,1,2277.036,3
7.475,1,0.076156245,156.4656,2007,3,2,1,2008.0528,2
9.8,3,0.026192765,215.685,2009,3,3,4,649.155,3
12.6,2,0.058542509000000006,188.35299999999998,1985,3,3,3,4364.319,3
14.75,3,0.089686322,115.3518,2009,3,3,4,1821.6288,3
5.5,1,0.047364617000000005,100.0016,2007,3,2,1,708.4112,2
17.2,3,0.156269303,159.6578,2004,2,2,1,3048.6982,3
19.2,3,0.035185588,181.3318,1997,2,1,1,1443.4544,3
12.6,3,0.247321039,152.3998,1985,2,1,2,153.7998,3
14.85,2,0.009979271,155.763,2009,3,3,4,3129.26,3
7.565,1,0.054863459,58.393,2009,3,3,4,509.337,2
18.25,3,0.07562026200000001,123.8046,2007,3,2,1,3486.1288,3
9.6,2,0.02236923,104.79899999999999,2009,3,3,4,1341.5870000000002,3
7.855,2,0.07390646099999999,218.4482,2004,2,2,1,4819.0604,3
10.1,3,0.032283676000000004,52.2008,2007,3,2,1,759.012,3
10.395,3,0.11207602,58.022,2004,2,2,1,659.1419999999999,3
16.25,3,0.087668236,94.941,2007,3,2,1,1737.7379999999998,3
17.6,3,0.049067877,115.6176,1997,2,1,1,2519.3872,3
15.5,2,0.026355345,100.8332,2002,3,2,1,1537.9979999999998,3
7.59,2,0.145631695,172.808,2009,3,3,4,2250.404,3
12.6,3,0.029793955,167.2816,1985,3,3,3,5704.5744,3
11.1,1,0.033160417000000005,119.6124,1999,3,1,1,2251.7356,2
12.6,3,0.035574413,131.4284,1985,3,3,3,5404.9644,3
16.1,2,0.047801882999999996,127.4362,1997,2,1,1,2265.0516,3
5.155,3,0.083198341,246.0776,1997,2,1,1,990.7104,3
12.6,3,0.059281315,111.586,1985,2,1,2,339.55800000000005,3
12.6,3,0.17141731600000001,173.0738,1985,2,1,2,347.5476,1
6.365,3,0.007348286,62.8536,1997,2,1,1,796.2968,3
11.65,3,0.07048184085069421,152.6024,2004,2,2,1,303.6048,3
18.25,2,0.170795745,154.463,2004,2,2,1,2190.482,3
11.8,2,0.025966531,102.2674,1999,3,1,1,2444.8176,3
18.2,3,0.161489509,37.619,1997,2,1,1,366.19,3
13.65,2,0.025899245,81.1302,1987,1,3,1,792.302,3
8.365,2,0.039906377,191.3188,1999,3,1,1,1713.7692,3
12.6,3,0.072864869,165.2526,1985,2,1,2,822.263,1
20.7,2,0.079419755,99.8042,1999,3,1,1,1488.0629999999999,3
17.75,1,0.03050705,180.36599999999999,1997,2,1,1,2336.958,2
18.0,3,0.073490977,157.3972,2009,3,3,4,778.9860000000001,3
9.695,3,0.07084301900000001,177.7344,2007,3,2,1,1605.9096,1
6.42,3,0.053688479000000004,178.3002,2009,3,3,4,2328.3026,3
10.6,3,0.056911107,233.9642,2002,3,2,1,3717.8272,1
5.03,1,0.014472516000000001,122.0756,1998,3,3,2,121.1756,2
7.825,2,0.150319469,156.9288,2002,3,2,1,1571.2879999999998,3
12.6,2,0.032750291,112.1518,1985,3,3,3,5351.0346,3
17.7,2,0.016622448,50.2034,1999,3,1,1,1166.4816,3
8.235,1,0.014482153000000001,182.295,1999,3,1,1,3661.9,2
11.6,3,0.07048184085069421,141.6154,2002,3,2,1,3829.0158,1
17.2,2,0.025205909,149.1418,1999,3,1,1,1177.1344,3
11.0,1,0.037971697,38.948,2002,3,2,1,519.3240000000001,2
19.6,3,0.039544237,163.6526,1987,1,3,1,1151.1682,3
8.02,3,0.11161392099999999,152.6998,1999,3,1,1,3383.5956,3
5.365,2,0.140524691,172.7764,2002,3,2,1,2233.0932,3
11.35,2,0.045073782,101.9016,2002,3,2,1,2631.2416,3
12.6,3,0.043168763,82.8592,1985,2,1,2,165.1184,1
16.35,3,0.020547951000000002,51.2324,1997,2,1,1,571.2564,3
17.25,1,0.113694957,253.4724,1999,3,1,1,6040.1376,2
13.8,3,0.097043739,57.493,2004,2,2,1,1358.2320000000002,1
8.485,1,0.058121214000000004,104.499,2004,2,2,1,1238.388,2
11.8,2,0.07665661,32.3558,1987,1,3,1,169.77900000000002,3
15.35,1,0.035204319,122.87299999999999,1999,3,1,1,2832.9790000000003,2
10.0,1,0.08933333199999999,145.6102,2002,3,2,1,2624.5836,2
19.2,2,0.07048184085069421,153.3314,2007,3,2,1,3257.7594,3
18.6,1,0.080956792,95.2436,2007,3,2,1,1796.3284,2
18.5,1,0.03391645,130.9284,1987,1,3,1,1713.7692,2
20.25,2,0.102704495,94.31200000000001,2004,2,2,1,2982.784,3
12.35,1,0.163910938,119.2124,2004,2,2,1,1303.6364,2
14.5,2,0.058827383,172.2448,1997,2,1,1,2897.5616,3
14.8,3,0.044840933,78.367,1987,1,3,1,918.804,1
14.0,2,0.029843736000000003,143.9786,2009,3,3,4,866.8716,3
10.8,3,0.061446997,150.4024,2007,3,2,1,2884.2456,1
14.65,1,0.011180713,53.8614,1987,1,3,1,221.0456,2
12.6,3,0.038822077,147.7418,1985,3,3,3,1618.5598,3
6.65,3,0.05339798900000001,149.3734,2002,3,2,1,296.9468,3
6.59,1,0.043828293,121.4098,1998,3,3,2,241.0196,2
12.6,2,0.21413978600000003,102.4016,1985,2,1,2,202.4032,3
9.395,2,0.10907574199999999,42.9112,2004,2,2,1,426.11199999999997,1
19.75,3,0.012448293999999999,188.2872,1997,2,1,1,2647.2208,3
7.56,3,0.064030636,154.463,2009,3,3,4,2503.408,3
20.25,1,0.14781046,234.8616,1987,1,3,1,2812.3392,2
20.6,1,0.07113694799999999,76.3696,2002,3,2,1,372.848,2
6.575,2,0.07566089,145.4444,2002,3,2,1,2612.5992,3
19.7,2,0.16102755,254.1014,2002,3,2,1,4845.0266,3
13.5,2,0.029893094,81.096,1998,3,3,2,159.792,3
6.28,3,0.027761288999999998,85.8198,2002,3,2,1,872.198,1
18.25,3,0.012272797,160.2894,2004,2,2,1,3235.788,3
9.3,3,0.174317307,106.7964,2004,2,2,1,841.5712,3
16.6,3,0.135707553,170.6422,2004,2,2,1,1379.5376,1
16.35,3,0.068219025,198.9426,2002,3,2,1,3559.3668,3
10.0,1,0.021468792,251.675,2002,3,2,1,4244.475,2
12.6,2,0.16388212900000002,113.2518,1985,3,3,3,3415.554,3
7.535,3,0.082250143,118.344,2007,3,2,1,3115.9440000000004,1
4.92,3,0.046026479,196.5084,1999,3,1,1,3769.7596,3
6.385,3,0.07048184085069421,108.9596,1997,2,1,1,1186.4556,1
18.5,3,0.052149675,118.3124,1999,3,1,1,1540.6612,3
11.6,3,0.040911824,142.3154,1987,1,3,1,2552.6772,1
17.35,3,0.056235142,102.0016,2007,3,2,1,1619.2256,3
16.7,2,0.062170334,60.9562,2002,3,2,1,829.5868,3
10.895,2,0.032427039,147.7102,1987,1,3,1,1166.4816,3
18.35,3,0.099309997,91.4462,2002,3,2,1,1665.8316,3
18.75,3,0.05310896,193.6504,2007,3,2,1,2876.256,3
9.3,1,0.044843161,246.1802,2009,3,3,4,2702.4822,2
12.6,3,0.164966345,189.4872,1985,2,1,2,189.0872,1
8.26,2,0.032435437000000004,124.87299999999999,2004,2,2,1,2956.152,1
12.8,3,0.06961884,260.3252,1997,2,1,1,8132.0812,3
16.75,3,0.08165147,258.3988,2009,3,3,4,1541.9928,3
12.6,1,0.028723187,131.83100000000002,1985,3,3,3,3635.268,2
10.895,1,0.020994339,255.6672,2002,3,2,1,4346.3424,2
16.85,2,0.026561057000000002,93.712,1999,3,1,1,466.06,3
20.0,2,0.10026206800000001,169.6132,1998,3,3,2,169.1132,3
16.0,3,0.05701260599999999,225.0404,1987,1,3,1,5851.0504,3
16.0,3,0.041009558,141.2496,1999,3,1,1,2681.8424,3
8.93,3,0.028578012000000003,152.234,2007,3,2,1,3828.35,1
9.6,2,0.07048184085069421,101.699,1999,3,1,1,2373.577,3
12.6,3,0.045088724000000004,39.7138,1985,3,3,3,1096.5726,1
12.6,1,0.018757586,96.9384,1985,3,3,3,2167.8448,2
9.8,2,0.056500895,85.8908,2002,3,2,1,1845.5976,3
9.6,1,0.024576875,186.6214,2009,3,3,4,1884.214,2
12.6,3,0.18803837199999998,146.4076,1985,2,1,2,147.8076,3
7.945,3,0.015908485,161.421,2002,3,2,1,3425.5409999999997,3
7.475,1,0.07584563400000001,156.0656,1999,3,1,1,1853.5872,2
14.85,3,0.09880308800000001,169.7474,2009,3,3,4,673.7896,3
16.6,3,0.227189581,173.9422,1998,3,3,2,172.4422,1
10.5,3,0.041459803999999996,39.2164,1999,3,1,1,540.6296,3
8.63,2,0.032882271,113.5518,1987,1,3,1,2732.4432,3
21.0,3,0.049583899,193.8478,2007,3,2,1,1162.4868,3
15.5,2,0.02536567,82.7934,2004,2,2,1,1228.401,3
14.7,3,0.07229836,48.2034,1997,2,1,1,874.8612,3
13.15,3,0.022924552,157.892,2007,3,2,1,1917.504,3
17.7,2,0.040897932000000005,82.6276,1987,1,3,1,731.0484,3
12.6,2,0.127660257,198.5426,1985,2,1,2,790.9704,3
9.21,3,0.008764786,123.1414,1997,2,1,1,4264.4490000000005,3
12.1,3,0.011604894,166.0526,2007,3,2,1,1480.0734,1
9.31,3,0.038169783,64.551,2007,3,2,1,1581.275,3
14.85,3,0.018568129,188.2214,2004,2,2,1,3014.7424,3
12.6,2,0.062109174,223.7062,1985,3,3,3,4965.5364,3
6.92,3,0.038671588,64.2852,2007,3,2,1,438.0964,3
13.65,1,0.077169841,55.593,1987,1,3,1,282.965,2
16.0,3,0.041028937,142.6496,2002,3,2,1,1834.9448,3
16.35,1,0.013387211000000001,105.62799999999999,1999,3,1,1,1065.28,2
12.6,1,0.017936715,93.7094,1985,3,3,3,4189.2136,2
4.88,2,0.223440258,52.2298,1998,3,3,2,161.7894,3
6.965,1,0.07048184085069421,159.6604,2002,3,2,1,3327.6684,2
16.0,3,0.060942632000000004,225.6404,1999,3,1,1,2925.5252,3
18.85,3,0.042641788,257.83299999999997,2004,2,2,1,5382.993,3
20.7,3,0.021427082000000004,156.5288,2004,2,2,1,1571.2879999999998,3
9.3,3,0.042930789000000004,88.5172,1987,1,3,1,1427.4752,3
9.695,2,0.047697859,244.6144,2007,3,2,1,2695.1584,3
17.25,3,0.10764721,39.3822,2007,3,2,1,314.2576,3
19.6,3,0.039577173,166.1526,1997,2,1,1,2960.1468,3
14.3,3,0.130415118,75.9328,1997,2,1,1,1158.492,3
