Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Visibility_MeanRatio,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
NCH06,12.3,0.07670963900000001,Household,247.84599999999998,OUT045,2002,3448.844,11,0.9315179205534732,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
FDA36,5.985,0.005677876,Baking Goods,184.8924,OUT045,2002,1665.8316,11,0.9241604215632231,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDU56,16.849999999999998,0.0,Fruits and Vegetables,184.7266,OUT027,1985,8114.7704,28,0.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDT09,15.15,0.012282366000000001,Snack Foods,132.5284,OUT049,1999,1713.7692,14,0.9599921177006868,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDU25,12.35,0.026681262,Canned,56.4246,OUT046,1997,810.9444,16,0.9990697632619957,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDK41,14.3,0.127541722,Frozen Foods,84.9224,OUT046,1997,1193.1136,16,0.8747287933272357,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
NCT54,8.695,0.119513002,Household,93.4094,OUT035,2004,856.8846,9,1.1237409370763558,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDV51,16.35,0.054463442,Meat,163.8842,OUT010,1998,165.7842,15,1.5560144020548121,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDM24,6.135,0.0,Baking Goods,151.3366,OUT045,2002,1057.9562,11,0.0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCO30,19.5,0.015756784,Household,185.0608,OUT045,2002,2205.1296,11,0.9605224435908898,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
FDQ45,9.5,0.010907967,Snack Foods,182.3608,OUT013,1987,2940.1728,26,1.14108553779023,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
DRK59,8.895,0.07543556,Hard Drinks,235.8616,OUT035,2004,3046.7008,9,1.1519599509707126,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FDW28,18.25,0.0,Frozen Foods,196.8452,OUT046,1997,3327.6684,16,0.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDC02,21.35,0.11519471699999999,Canned,258.3278,OUT010,1998,520.6556,15,1.5560143908995585,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDR21,19.7,0.066922802,Snack Foods,174.83700000000002,OUT035,2004,2999.429,9,0.8745633870868208,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDN48,13.349999999999998,0.064636203,Baking Goods,90.0804,OUT027,1985,2113.2492,28,0.8704928773884023,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDT44,16.6,0.10319540099999999,Fruits and Vegetables,117.8466,OUT045,2002,942.7728,11,1.001095888702657,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDX14,13.099999999999998,0.13121032,Dairy,74.0354,OUT019,1985,75.2354,28,1.6148105954957173,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDH57,10.895,0.035747522000000004,Fruits and Vegetables,133.6284,OUT046,1997,1581.9408,16,0.8747287846926192,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDH28,15.849999999999998,0.192650072,Frozen Foods,37.4506,OUT019,1985,37.9506,28,1.6775683256256273,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
NCT41,15.700000000000001,0.09803177099999999,Health and Hygiene,151.3024,OUT019,1985,151.8024,28,1.7981908248911107,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FDO11,8.0,0.030118337999999998,Breads,248.8092,OUT027,1985,3486.1288,28,0.8704928896069855,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCP42,8.51,0.016201845,Household,195.2478,OUT017,2007,4262.4516,6,0.9275067754986975,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDN09,14.15,0.05837308,Snack Foods,243.9828,OUT010,1998,731.0484,15,1.7356584994223598,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDP32,6.65,0.087652908,Fruits and Vegetables,128.8678,OUT035,2004,1398.8458,9,1.0364224062594456,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDV57,15.25,0.065999008,Snack Foods,177.96599999999998,OUT049,1999,2336.958,14,1.335106509545667,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDW28,18.25,0.088750333,Frozen Foods,196.5452,OUT013,1987,2348.9424,26,1.0358550527698764,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDR56,15.5,0.100277876,Fruits and Vegetables,196.8768,OUT027,1985,7094.7648,28,0.9251308188794342,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDA40,16.0,0.09925243800000001,Frozen Foods,87.4856,OUT035,2004,1054.6272,9,1.0367639538155515,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NCG42,19.2,0.0,Household,127.831,OUT045,2002,1298.31,11,0.0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
NCK54,12.15,0.0,Household,117.815,OUT017,2007,2330.3,6,0.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDE16,8.895,0.026384672,Frozen Foods,208.9954,OUT049,1999,4584.6988,14,0.876088753034543,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDB15,10.895,0.228993134,Dairy,263.4568,OUT010,1998,527.3136,15,1.5560143913072162,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDC40,16.0,0.065431917,Dairy,76.1986,OUT017,2007,1869.5664,6,1.0047208963034786,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDE53,10.894999999999998,0.026749991,Frozen Foods,106.928,OUT027,1985,2876.256,28,0.8704928808497451,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDK24,9.195,0.0,Baking Goods,43.6744,OUT018,2009,407.4696,4,0.0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDW31,11.35,0.043333912,Fruits and Vegetables,201.0742,OUT018,2009,2189.8162,4,1.003139539837217,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCX29,10.0,0.08965681199999999,Health and Hygiene,144.0102,OUT017,2007,1603.9122,6,0.8796766196902747,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
NCM07,9.395,0.039954281,Others,82.4908,OUT035,2004,2013.3792,9,0.9221155277956078,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
DRN36,15.200000000000001,0.087854925,Soft Drinks,95.9752,OUT019,1985,95.8752,28,1.7991850650284689,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDQ37,20.75,0.14940405699999998,Breakfast,192.8478,OUT010,1998,774.9912,15,1.4641166651663469,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDK43,9.8,0.0268952,Meat,128.40200000000002,OUT045,2002,2403.538,11,0.9241603510802007,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDK28,5.695,0.065857092,Frozen Foods,258.5646,OUT018,2009,4380.2982,4,0.9334195391600915,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDR43,18.2,0.161817014,Fruits and Vegetables,37.819,OUT045,2002,219.71400000000003,11,0.9315179229180426,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDL48,19.35,0.082197959,Baking Goods,49.2034,OUT013,1987,729.051,26,0.9288589913421185,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
DRL23,18.35,0.015335349,Hard Drinks,106.6938,OUT045,2002,1393.5194,11,0.9241603339203257,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
NCX42,6.36,0.00599072,Household,163.6526,OUT045,2002,5262.4832,11,0.9241603086074199,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
DRD37,9.8,0.013898123,Soft Drinks,46.506,OUT018,2009,372.848,4,1.040918299147129,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDZ47,20.7,0.078912473,Baking Goods,99.9042,OUT027,1985,3273.7386,28,1.147077877976499,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCJ54,9.894999999999998,0.059776237,Household,231.7642,OUT027,1985,5344.3766,28,1.0321817746124387,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDL52,6.635,0.0,Frozen Foods,39.7506,OUT013,1987,303.6048,26,0.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDC15,18.1,0.29788371199999997,Dairy,156.7288,OUT010,1998,314.2576,15,1.5560143905079675,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCD19,8.93,0.022059594,Household,56.0614,OUT010,1998,276.307,15,2.2556217498791185,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDD08,8.3,0.03532494,Fruits and Vegetables,38.9506,OUT013,1987,721.0614,26,0.8740008582121576,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCN18,8.895,0.124967595,Household,112.7544,OUT045,2002,3467.4864,11,1.3346841578823492,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
FDY56,16.35,0.062411404000000004,Fruits and Vegetables,225.9062,OUT046,1997,5416.9488,16,0.8747287865668877,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
NCI29,8.6,0.032754431,Health and Hygiene,140.5154,OUT018,2009,283.6308,4,0.933419521394873,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
NCE06,5.825000000000001,0.160178832,Household,160.2894,OUT019,1985,323.5788,28,1.5315372002480623,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
FDC08,19.0,0.10403514800000001,Fruits and Vegetables,227.77200000000002,OUT017,2007,5206.556,6,1.0425591789910507,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDU52,7.56,0.06390019,Frozen Foods,157.263,OUT045,2002,2503.408,11,1.0268448306463682,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDN16,12.6,0.06264811099999999,Frozen Foods,104.899,OUT013,1987,1960.781,26,0.9215224068682002,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCM55,15.6,0.11168586800000001,Others,184.7924,OUT010,1998,370.1848,15,1.556014394760864,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FDR49,8.71,0.23303981699999998,Canned,49.5376,OUT010,1998,95.8752,15,1.7350867099170475,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDC15,18.1,0.17824575,Dairy,158.1288,OUT049,1999,3299.7048,14,0.9310779370403629,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDB53,13.35,0.140241213,Frozen Foods,150.2392,OUT017,2007,2684.5056,6,1.0338877171051841,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDK44,16.6,0.0,Fruits and Vegetables,173.3738,OUT046,1997,2085.2856,16,0.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDA16,6.695,0.033935576,Frozen Foods,221.9456,OUT035,2004,2210.456,9,1.1414263971177447,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDO19,17.7,0.016516275,Fruits and Vegetables,47.4034,OUT027,1985,2187.153,28,1.032370116234436,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDO04,16.6,0.026537206,Frozen Foods,57.2614,OUT046,1997,1049.9666,16,1.1425645705078298,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
NCL19,15.35,0.015673267,Others,145.047,OUT035,2004,2719.7929999999997,9,1.0245728227422137,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDA44,19.7,0.089083914,Fruits and Vegetables,54.593,OUT010,1998,56.593,15,1.5560143826765351,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FDR60,14.3,0.13115279900000001,Baking Goods,78.6328,OUT017,2007,231.6984,6,1.0047208942719892,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDV37,13.0,0.083109455,Canned,195.8426,OUT027,1985,5734.5354,28,0.9251308197841918,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDG53,10.0,0.045818773,Frozen Foods,138.718,OUT013,1987,1398.18,26,0.9288589883500579,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
DRG01,14.8,0.044869794000000005,Soft Drinks,76.467,OUT035,2004,1531.34,9,1.0275824571339427,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FDB38,19.5,0.0,Canned,160.692,OUT019,1985,319.584,28,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDI27,8.71,0.04605781,Dairy,43.8744,OUT049,1999,633.8416,14,1.0390065838712113,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDD29,12.15,0.030815427000000003,Frozen Foods,252.0698,OUT010,1998,1014.6792,15,1.5560143867803016,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCR41,17.85,0.01806055,Health and Hygiene,97.0094,OUT045,2002,2094.6068,11,1.1438217346681019,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
FDW44,9.5,0.035205866,Fruits and Vegetables,171.3448,OUT049,1999,2386.2272,14,0.9310779346381062,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDU21,11.8,0.076705948,Snack Foods,34.7558,OUT035,2004,780.9834,9,0.8745633911244588,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDI14,14.1,0.089677773,Canned,139.8496,OUT046,1997,1693.7952,16,0.9990697505520989,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDW50,13.099999999999998,0.132327406,Dairy,168.4158,OUT019,1985,334.2316,28,1.6148105894329987,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDN39,19.35,0.065520388,Meat,168.3816,OUT046,1997,1342.2528,16,1.3476093331924397,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDT31,19.75,0.012518706999999999,Fruits and Vegetables,190.6872,OUT017,2007,4916.2672,6,0.8796766070365152,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDJ14,10.3,0.050353695,Canned,78.696,OUT017,2007,1757.7120000000002,6,1.1303110056403405,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
NCQ43,17.75,0.110762642,Others,108.5912,OUT027,1985,1637.868,28,1.0555082090669305,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
FDZ22,9.394999999999998,0.045050674000000006,Snack Foods,84.925,OUT027,1985,1747.725,28,0.9178236776467297,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDU38,10.8,0.083016832,Dairy,193.4504,OUT017,2007,2876.256,6,0.8796766130268733,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDS32,17.75,0.0,Fruits and Vegetables,139.9838,OUT045,2002,1966.7732,11,0.0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
DRH13,8.575,0.023983257999999997,Soft Drinks,106.32799999999999,OUT018,2009,958.752,4,0.9260469377492216,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
DRF03,19.1,0.075836522,Dairy,40.2138,OUT010,1998,81.2276,15,1.556014391923802,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDJ20,20.7,0.100330684,Fruits and Vegetables,123.4388,OUT049,1999,1238.388,14,0.8760887617532745,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDE22,9.695,0.051778173,Snack Foods,157.892,OUT019,1985,319.584,28,1.5315372074670697,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDX22,6.785,0.022970467999999997,Snack Foods,211.0928,OUT035,2004,4418.2488,9,0.8745633949236401,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
DRM11,6.57,0.066014596,Hard Drinks,259.7278,OUT013,1987,2863.6058,26,0.9579234577746424,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
FDL58,5.78,0.07429945,Snack Foods,264.9568,OUT045,2002,1845.5976,11,0.9610435115114553,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDL25,6.92,0.131128467,Breakfast,93.1804,OUT049,1999,1561.9668,14,1.000623033047948,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDD40,20.25,0.014816356000000001,Dairy,194.1162,OUT049,1999,3848.324,14,0.9310779125436481,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDT08,13.65,0.049318315,Fruits and Vegetables,149.005,OUT045,2002,2097.27,11,0.9315179223504176,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDO22,13.5,0.017960491999999998,Snack Foods,81.596,OUT017,2007,639.168,6,1.047363340486694,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
NCM41,16.5,0.035801238,Health and Hygiene,92.61200000000001,OUT018,2009,559.2719999999999,4,1.0031395290183205,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
FDJ21,16.7,0.038606365,Snack Foods,146.5102,OUT045,2002,2770.3938,11,1.0010958961050895,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDC53,8.68,0.008871687,Frozen Foods,99.7384,OUT018,2009,295.6152,4,0.8782920916659228,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
DRK35,8.365,0.125793938,Hard Drinks,36.2506,OUT019,1985,37.9506,28,1.5315371976081835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FDQ09,7.235,0.058369013,Snack Foods,115.2834,OUT018,2009,1267.0174,4,1.0320193073090214,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
DRB48,16.75,0.0,Soft Drinks,39.3822,OUT046,1997,353.5398,16,0.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
DRE25,15.35,0.07326933599999999,Soft Drinks,92.11200000000001,OUT035,2004,1118.5439999999999,9,0.9221155208457231,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FDL08,10.8,0.049677650999999996,Fruits and Vegetables,245.9144,OUT013,1987,4655.2736,26,1.1409453816791761,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCV42,6.26,0.031470832000000004,Household,110.2228,OUT049,1999,1547.3192,14,0.8760887561290247,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
FDW03,5.63,0.024579432000000002,Meat,105.3306,OUT049,1999,1045.306,14,0.8760887721846095,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
FDL25,6.92,0.131665479,Breakfast,91.8804,OUT017,2007,275.6412,6,1.0047208966813508,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
FDC17,12.15,0.015523707,Frozen Foods,212.0928,OUT018,2009,2735.1064,4,0.9260469581799744,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDK44,16.6,0.122475364,Fruits and Vegetables,175.5738,OUT045,2002,347.5476,11,1.0296783415391866,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDE34,9.195,0.10789139800000001,Snack Foods,182.7634,OUT046,1997,3817.0314,16,1.0329251130361004,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDP10,19.0,0.128065918,Snack Foods,104.3622,OUT035,2004,1905.5196,9,0.8745633879518799,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDZ22,9.395,0.045361705,Snack Foods,83.825,OUT045,2002,665.8,11,0.9241603556791634,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCK19,9.8,0.09039035699999999,Others,192.1478,OUT013,1987,2324.9736,26,0.9288589912716829,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDO44,12.599999999999998,0.087029712,Fruits and Vegetables,109.2228,OUT027,1985,3205.1612,28,1.1367746571115194,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
NCU41,18.85,0.052054819,Health and Hygiene,189.1846,OUT046,1997,2101.9306,16,0.929632606237839,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
NCF31,9.13,0.051952572999999995,Household,152.3024,OUT045,2002,1821.6288,11,0.9241603504408514,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
FDG14,9.0,0.050786366,Canned,152.2024,OUT017,2007,3643.2576,6,1.0047208989447256,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
NCH30,17.1,0.067141355,Household,114.586,OUT035,2004,2942.836,9,0.9587715299536679,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
FDR36,6.715,0.121485195,Baking Goods,40.2454,OUT013,1987,587.2356,26,0.9288589888805241,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
NCJ30,5.82,0.080640478,Household,167.77900000000002,OUT046,1997,2886.243,16,0.9585019447002474,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
FDR08,18.7,0.037699254,Fruits and Vegetables,110.2886,OUT045,2002,2223.772,11,1.033139885023643,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDU04,7.93,0.0,Frozen Foods,123.2414,OUT018,2009,487.3656,4,0.0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
NCQ50,18.75,0.034501405,Household,211.7218,OUT017,2007,5770.4886,6,1.1480689162862527,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDL46,20.349999999999998,0.053795154000000005,Snack Foods,117.7466,OUT027,1985,1414.1592,28,0.9540786322665838,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
DRK37,5.0,0.044004675,Soft Drinks,188.85299999999998,OUT046,1997,5502.8369999999995,16,1.2891375817688533,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
FDK48,7.445,0.0,Baking Goods,76.8354,OUT046,1997,2181.8266,16,0.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDV58,20.85,0.12125037400000001,Snack Foods,193.9452,OUT046,1997,1565.9616,16,1.036618418185019,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDN27,20.85,0.0,Meat,115.1808,OUT018,2009,1054.6272,4,0.0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
FDZ52,19.2,0.10023011400000001,Frozen Foods,112.9886,OUT049,1999,1667.829,14,0.931077938906983,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
NCF42,17.35,0.167383061,Household,175.6712,OUT046,1997,2812.3392,16,0.8747287910206548,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
FDQ48,14.3,0.034404732,Baking Goods,98.1726,OUT035,2004,489.36300000000006,9,1.1416797295039174,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDW49,19.5,0.082719632,Canned,179.3002,OUT045,2002,2865.6032,11,0.9606656007729361,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDR58,6.675,0.041913535,Snack Foods,90.7462,OUT035,2004,1665.8316,9,1.0370083523470548,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
NCE07,8.18,0.0132043,Household,143.8154,OUT017,2007,2694.4926,6,0.9641879775676145,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
FDK14,6.98,0.041105789,Canned,83.4934,OUT046,1997,1555.9746,16,1.1408538999866191,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
FDC11,20.5,0.141106202,Starchy Foods,87.9172,OUT027,1985,3836.3396,28,0.9942317058602196,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
FDL22,16.85,0.036463975,Snack Foods,90.7488,OUT045,2002,543.2928,11,0.9241603572061781,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
NCQ41,14.8,0.01946418,Health and Hygiene,196.3794,OUT013,1987,1950.7939999999999,26,1.1718825368672878,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
FDX46,12.3,0.0,Snack Foods,57.3562,OUT013,1987,177.7686,26,0.0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
FDC35,7.435,0.12308681199999999,Starchy Foods,206.9638,OUT045,2002,1035.319,11,0.8765027662952216,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
FDH45,15.1,0.10564685300000001,Fruits and Vegetables,42.8796,OUT035,2004,949.4308,9,0.9221155227357843,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
FDX33,9.195,0.11814937699999999,Snack Foods,160.5578,OUT017,2007,1283.6624,6,1.0047208992866667,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
DRJ35,10.1,0.046545786,Hard Drinks,59.9878,OUT013,1987,484.7024,26,1.1409453881874736,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
FDC40,16.0,0.065009745,Dairy,79.5986,OUT013,1987,934.7832,26,0.9982383561352874,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
